battery_id,cycle,chI,chV,chT,disI,disV,disT,BCt,SOH,RUL,voltage_rise,temp_diff,peak_temp,discharge_capacity,charge_energy,efficiency,current_ratio,temp_stress,soh_change
B5,1,1.4401469105335598,4.254681794931815,23.988732759361305,1.894406780423648,3.2735225424933536,32.9808341919489,1.986195795996793,99.30978979983963,219,0.9811592524384616,8.992101432587596,32.9808341919489,6.201383300369068,6.1273668422744345,1.0120796518308603,1.3154260628325685,62.47911591725608,0.0
B5,2,1.4165945775339113,4.159824804449164,25.665347317603665,1.829949497063828,4.038740624421725,32.25792017891891,1.986239707487209,99.31198537436046,218,0.12108418002743893,6.592572861315244,32.25792017891891,7.3906913744317855,5.892785261473748,1.254193228922009,1.291794791597684,59.03036480773776,0.0021955745208259714
B5,3,1.420271538173982,4.276322905918238,25.407910461384983,1.9421053549594205,3.214432808014634,35.134800643918496,1.9842521628299412,99.21260814149709,217,1.061890097903604,9.726890182533513,35.134800643918496,6.242767169602467,6.073539711317128,1.0278630693679354,1.3674183441402696,68.2354844759858,-0.0993772328633753
B5,4,1.3376796067819676,4.236696540948332,27.06975673604781,2.073577373629803,3.134528537689259,32.08298809068683,1.9692362357516824,98.46181178758412,216,1.1021680032590728,5.0132313546390215,32.08298809068683,6.49968745274936,5.667342562950287,1.1468668746513488,1.5501300633700859,66.52655818328265,-0.7507963539129605
B5,5,1.2639457007821795,4.142791453809124,26.478353387313494,2.0498849032006152,3.7293413670541735,32.483154407141775,1.9748621242615945,98.74310621307971,215,0.4134500867549509,6.004801019828282,32.483154407141775,7.644720567205894,5.236263447279198,1.4599572088333617,1.621814055724123,66.58672782753446,0.28129442549558803
B5,6,1.509147537161231,4.146696396062941,26.4836473979087,2.046433078664786,2.9739163378996336,35.17235863593304,1.9762989295669475,98.81494647834737,214,1.1727800581633074,8.688711238024336,35.17235863593304,6.085920767059454,6.25797665347374,0.9725061476030308,1.3560192282553178,71.97787816723442,0.07184026526765308
B5,7,1.37481328335597,4.222430023579008,25.97710355597241,1.9707872697374351,3.5490989829317576,33.23022725411302,1.9656976901358376,98.2848845067919,213,0.6733310406472506,7.253123698140609,33.23022725411302,6.994519094599987,5.805052884457482,1.204901873215866,1.4334944923769362,65.48970884288791,-0.5300619715554689
B5,8,1.4275827958681793,4.1865809576204365,27.246253376971563,1.8904627329018615,3.5183972240366046,34.42750916223592,1.9591594048380931,97.95797024190466,212,0.6681837335838319,7.181255785264359,34.42750916223592,6.651398831586563,5.976690948608262,1.1128898731388168,1.3242403441491346,65.0839230578444,-0.3269142648872361
B5,9,1.5715977250441544,4.186082667455942,28.165409783532816,1.8347594758110328,3.80219844970004,32.18705346689705,1.9575073099467737,97.87536549733868,211,0.38388421775590187,4.021643683364232,32.18705346689705,6.976119634501167,6.578837997020524,1.0603878128114064,1.167448543971063,59.055501346825714,-0.08260474456598388
B5,10,1.2826320423429969,4.18654272823651,28.467759003156075,1.9664982487356109,3.9017166394587854,33.57466058749246,1.951182097237045,97.55910486185223,210,0.284826088777725,5.106901584336384,33.57466058749246,7.672718938558295,5.369793849874218,1.4288665734789838,1.533174116828852,66.02451124719646,-0.3162606354864437
B5,11,1.5159737724141935,4.197220996829981,27.19033071094884,1.9835742714912148,3.726270141200186,28.619731133118187,1.9398114524953776,96.99057262476887,209,0.4709508556297948,1.4294004221693477,28.619731133118187,7.391333580710626,6.362876948220408,1.1616339025348998,1.3084489373007857,56.769362332649344,-0.5685322370833603
B5,12,1.5214232772046856,4.204862132365643,28.401882467287145,1.8885074334315264,3.956903970235992,32.63355759555747,1.945833119071689,97.29165595358448,208,0.24795816212965116,4.231675128270325,32.63355759555747,7.47264256116539,6.39737512561762,1.1680794723513983,1.2412768108170957,61.628716098526134,0.30108332881560784
B5,13,1.3474639605550092,4.167728298937083,24.334585934747157,1.8547183027009544,4.191591826352628,33.50087905745422,1.9383533977456795,96.91766988728398,207,-0.02386352741554454,9.166293122707064,33.50087905745422,7.77422207778794,5.615863680202954,1.384332405573453,1.3764511385796259,62.13469354443144,-0.37398606630050324
B5,14,1.4410438228339402,4.203974049302859,24.252692225425665,1.975348933569705,3.366318625638146,30.69706218598786,1.9339836360923408,96.69918180461704,206,0.8376554236647134,6.444369960562195,30.69706218598786,6.649653907210147,6.058110835102071,1.0976448084575376,1.3707764484809397,60.637409052814036,-0.2184880826669371
B5,15,1.338650898969469,4.177468122177361,27.468265481794823,2.095790834710313,3.931979475432772,35.7622062211527,1.9290872626339564,96.45436313169782,205,0.24548864674458892,8.293940739357879,35.7622062211527,8.240606546881068,5.592171457169024,1.4735969041716017,1.5655992434799182,74.95010402731197,-0.244818672919223
B5,16,1.5494441200219171,4.180243537171988,26.609922324682252,2.058433872432468,3.580295879985091,29.77093438179336,1.9222265853241,96.111329266205,204,0.5999476571868967,3.161012057111108,29.77093438179336,7.369802312691721,6.477053768930757,1.1378325046556377,1.3284982955070048,61.28149974544781,-0.34303386549281356
B5,17,1.358166583749068,4.212071274592871,27.05896248623431,1.9509866774036684,3.8072056213002847,31.79556441920779,1.9165565675916008,95.82782837958004,203,0.4048656532925863,4.736601932973478,31.79556441920779,7.427807445293212,5.720694453521382,1.2984100978721234,1.4364855539430121,62.0327225824045,-0.28350088662496375
B5,18,1.326797612450857,4.186073803890466,26.67939772382858,1.894448368662486,3.572291284446168,31.633623908464592,1.9117605678558456,95.58802839279228,202,0.6137825194442978,4.954226184636013,31.633623908464592,6.767521396206259,5.554072728544947,1.2184790741800766,1.4278352258737232,59.92826720827336,-0.2397999867877587
B5,19,1.5685604375391793,4.1381437411296425,27.27125133625577,1.9908818710796428,4.179809935685908,26.84845729641802,1.907363800831384,95.3681900415692,201,-0.04166619455626552,-0.42279403983775055,27.27125133625577,8.321507825515642,6.490928557186328,1.2820211703459001,1.269241416163102,53.452106897894595,-0.21983835122307482
B5,20,1.426717598795002,4.206902543045059,27.83236146064772,2.0019980609192207,4.028407870811173,31.44353300800732,1.899663203121699,94.98316015608496,200,0.17849467223388604,3.6111715473596,31.44353300800732,8.064864745955695,6.002061894577834,1.3436823690940882,1.4032195738036017,62.94989211048017,-0.38502988548424355
B5,21,1.45330122268637,4.198300293261579,25.35942499338097,1.8970148341497868,4.023047708522617,36.12104512172368,1.8924717619037064,94.62358809518533,199,0.17525258473896255,10.761620128342713,36.12104512172368,7.631781181559711,6.101394949401598,1.250825630015675,1.305314276584196,68.52215842090362,-0.35957206089963734
B5,22,1.3235754482012858,4.196091040535622,25.69145477301985,1.919122401467708,4.190725907536551,32.89522805906718,1.887854396074148,94.3927198037074,198,0.00536513299907071,7.20377328604733,32.89522805906718,8.042515967564485,5.553843079670336,1.4480992444680074,1.4499531583754892,63.129969069544934,-0.23086829147793253
B5,23,1.4005280934779445,4.14353429772579,26.37948252617109,2.0314058149866274,3.5956982598480542,33.19798325355427,1.885954582127164,94.2977291063582,197,0.5478360378777354,6.8185007273831815,33.19798325355427,7.304322353992634,5.803136190254373,1.258685323680549,1.4504570272075146,67.43857622709882,-0.09499069734918919
B5,24,1.5105092315862838,4.187590693243427,27.96720811522221,2.1716882187190394,3.491989426000304,31.512481662098388,1.8836367253907071,94.18183626953537,196,0.6956012672431231,3.545273546876178,31.512481662098388,7.5835122963363215,6.325394400249003,1.1988995177973079,1.437719262687596,68.43528516817884,-0.11589283682283735
B5,25,1.533072560017434,4.273612828838117,28.495013269502618,1.9335541616877767,3.5771349268455896,34.83228892495459,1.8783020419890517,93.91510209945255,195,0.6964779019925276,6.337275655451972,34.83228892495459,6.91658412472099,6.5517585600302,1.0556836094230415,1.26122808020632,67.350117211957,-0.2667341700828132
B5,26,1.4889763851962912,4.259123223899659,29.29586847968054,2.0122766176034923,3.519909586726539,33.05639319351254,1.8690386029237387,93.45193014618694,194,0.7392136371731195,3.7605247138320017,33.05639319351254,7.083031757448187,6.341733902027688,1.1168919836235132,1.3514496519958001,66.51860708561252,-0.4631719532656149
B5,27,1.4904573253582534,4.204346817325916,25.915638014465824,1.9232208116467115,3.458056275234779,32.31139220744456,1.871205746511556,93.5602873255778,193,0.7462905420911374,6.395754192978739,32.31139220744456,6.650605796377036,6.266399512230071,1.0613121272266657,1.2903561738571998,62.14194194663676,0.10835717939086464
B5,28,1.5325603640769254,4.22124599215677,26.81573820469604,1.931464905533795,3.990288209269029,32.08657179387803,1.860995593267933,93.04977966339663,192,0.23095778288774094,5.27083358918199,32.08657179387803,7.70710163916842,6.469314294598042,1.1913320775903478,1.2602863487841363,61.974087358765956,-0.510507662181169
B5,29,1.3471728635190034,4.2091936974641815,28.119929585953027,1.9427323566023311,3.494793505216451,30.039762070451054,1.85652647603498,92.826323801749,191,0.7144001922477305,1.919832484498027,30.039762070451054,6.789448422227677,5.670511526518963,1.1973255658640045,1.4420809750633212,58.3592177589007,-0.2234558616476363
B5,30,1.4118260766821322,4.243953099178544,28.168071725634423,1.957580263678024,3.134916589234817,29.577412866486984,1.8577588742918512,92.88794371459257,190,1.109036509943727,1.4093411408525611,29.577412866486984,6.136850843362905,5.991723653636219,1.0242212755654396,1.3865590783522312,57.90015967809137,0.06161991284356816
B5,31,1.3125375394411187,4.21232266283016,26.256010962627883,2.128560385271941,3.37455331883207,34.52350452720562,1.8399530815449037,91.99765407724516,189,0.8377693439980898,8.267493564577734,34.52350452720562,7.182940512453898,5.52883162320316,1.299178741907937,1.6217139101242668,73.48536409736639,-0.8902896373474078
B5,32,1.488058967982819,4.137660368564777,27.73792651040579,2.136396297920295,3.801286120102506,31.20722256761213,1.844025621373125,92.20128106865624,188,0.3363742484622714,3.4692960572063427,31.20722256761213,8.121053594322795,6.1570826179099125,1.3189775252812141,1.435693305095529,66.67099476182125,0.20362699141108465
B5,33,1.3803576161257711,4.257790003934817,25.88568684075399,2.1166572402323816,3.2267170104459497,35.55802464689036,1.833854949902544,91.6927474951272,187,1.0310729934888672,9.672337806136369,35.55802464689036,6.829853922341405,5.877272859795601,1.162078754087135,1.5334122226768825,75.26415031720195,-0.5085335735290499
B5,34,1.4185888586274602,4.172486588083379,26.51570724839665,2.032264134081977,3.5212261176824744,32.73593910321934,1.8276520153865288,91.38260076932646,186,0.6512604704009042,6.220231854822686,32.73593910321934,7.156061546958816,5.919042986627586,1.2089896226680439,1.4325955837889996,66.52807493496438,-0.31014672580073466
B5,35,1.380061262589814,4.172183248705271,24.79529493660421,1.8758965650875905,3.270142806347618,30.40269381689848,1.8243416628581437,91.21708314290716,185,0.9020404423576531,5.607398880294269,30.40269381689848,6.1344496577733905,5.757868481964269,1.065402879032182,1.3592849940351888,57.032308900529586,-0.16551762641930168
B5,36,1.6964537984939927,4.251395615625493,24.33609476989208,1.948444606031904,3.374633520254544,37.010723340816014,1.8250231760379776,91.2511588018989,184,0.8767620953709492,12.674628570923932,37.010723340816014,6.575286479874423,7.212296241028574,0.9116772606302005,1.1485397408179423,72.11334425875205,0.03407565899173903
B5,37,1.3937065835575535,4.209530798296948,26.112270112239127,1.985177283645904,3.888214863622197,34.08294304158816,1.8110581701692603,90.55290850846302,183,0.3213159346747507,7.970672929349032,34.08294304158816,7.718795821197142,5.86685078727474,1.3156625421494084,1.42438681646934,67.66068428595806,-0.6982502934358763
B5,38,1.4610834416099747,4.301688018452668,25.29198383437473,1.8693139656446596,3.5943382657145477,32.4129711849531,1.810498556479761,90.52492782398808,182,0.7073497527381205,7.120987350578371,32.4129711849531,6.718946717351209,6.285125134733217,1.069023539439268,1.2794026079611536,60.59001970407076,-0.027980684474940176
B5,39,1.4434756848672787,4.101977284205215,26.620524764206863,2.017820855681111,3.636873649101105,33.2959522979128,1.8097314516266576,90.48657258133288,181,0.4651036351041098,6.6754275337059354,33.2959522979128,7.338559498633275,5.921104469628142,1.2393903090674825,1.3978904368358935,67.18526695649184,-0.03835524265520007
B5,40,1.4878675232235097,4.226813008125154,26.96555824820309,1.989062434422547,3.7397480614266736,31.095335387611293,1.798558349005696,89.9279174502848,180,0.4870649466984802,4.129777139408201,31.095335387611293,7.43859238318834,6.2889378015280855,1.1828058438391473,1.3368545272855903,61.85056350526769,-0.5586551310480843
B5,41,1.2405606151120516,4.213346672397399,26.110370551298875,2.1364610066999856,3.733458679256368,33.93443696600824,1.7920944651211794,89.60472325605897,179,0.4798879931410305,7.8240664147093675,33.93443696600824,7.976388888356859,5.226911939589633,1.5260232008008707,1.7221738145435266,72.49960136219518,-0.3231941942258203
B5,42,1.3173024758884244,4.120816644206331,28.724750331685023,1.908195346977284,3.6515689478613154,33.71619047345509,1.786120080632509,89.30600403162545,178,0.46924769634501606,4.99144014177007,33.71619047345509,6.967906875475699,5.428361968095229,1.283611320768406,1.4485627878975522,64.33707777924684,-0.29871922443352616
B5,43,1.5206318163920545,4.178021303718533,26.891644797660764,2.020205296095299,3.657557763199309,33.44399042841938,1.7749905242263415,88.74952621131708,177,0.5204635405192244,6.552345630758619,33.44399042841938,7.38901756398972,6.353232123998213,1.1630328342764324,1.3285302032470712,67.56372658605333,-0.5564778203083733
B5,44,1.2981574920492216,4.175273465050246,28.112496015121287,2.199686564371213,3.88413668246652,36.14216895328937,1.7743753925214114,88.71876962607057,176,0.2911367825837261,8.029672938168083,36.14216895328937,8.543883274602981,5.420162530009291,1.5763149586933762,1.6944681811286797,79.50144345378501,-0.030756585246507484
